Gene,Category,AR2_Eigenvalue,AR2_R2,AR2_RootType,Cosinor_Amplitude,Cosinor_Phase,Cosinor_qValue,Cosinor_R2,Cosinor_Rhythmic,JTK_Tau,JTK_qValue,JTK_Period,JTK_Rhythmic,Agreement
Ifitm1,Other,0.6684,0.377,Real,33.9465,4.74,0.0001,0.6858,True,-0.6473,0.0084,28,True,"All agree"
B4galnt4,Other,0.5115,0.0454,Real,0.4406,19.64,0.8909,0.0159,False,0.1952,1,20,False,"AR(2) unique"
Pkp3,Other,0.3425,0.0106,Real,3.6787,14.69,0.5282,0.0858,False,0.2909,1,28,False,"All agree: none"
Ptdss2,Other,0.6159,0.1602,Real,27.0484,12.59,0.3613,0.1354,False,-0.2304,1,24,False,"AR(2) unique"
Lrrc56,Other,0.3492,0.1029,Real,8.1246,0.74,0.025,0.3938,True,0.5594,0.0481,28,True,"Rhythm-only"
Rassf7,Other,0.1346,0.0012,Real,20.0371,5.53,0.0732,0.3086,False,-0.3345,1,24,False,"All agree: none"
Phrf1,Other,0.4576,0.4257,Complex,3.4281,10.73,0.9484,0.0075,False,0.1198,1,28,False,"All agree: none"
Drd4,Other,0.3333,0.0443,Real,5.0241,10.99,0.5759,0.0743,False,0.2149,1,28,False,"All agree: none"
Tmem80,Other,0.5627,0.2811,Real,59.3613,2.44,0.0002,0.6721,True,-0.6327,0.0109,24,True,"All agree"
Eps8l2,Other,0.9145,0.9093,Complex,456.1798,23.9,0,0.9424,True,0.7564,0.0015,24,True,"All agree"
Taldo1,Other,0.1649,0.0099,Complex,13.5993,9.41,0.6294,0.0626,False,-0.292,1,28,False,"All agree: none"
Rplp2,Other,0.5874,0.1013,Real,11.858,9.36,0.1977,0.2115,False,-0.365,1,20,False,"AR(2) unique"
Snora52,Other,0.6169,0.1045,Real,94.9589,12.42,0.7121,0.0462,False,-0.16,1,24,False,"AR(2) unique"
Pnpla2,Other,0.5139,0.517,Complex,159.723,15.49,0,0.8192,True,-0.6958,0.0038,24,True,"All agree"
Cracr2b,Other,0.2973,0.0099,Complex,0.8933,15.79,0.5747,0.0746,False,0.2157,1,28,False,"All agree: none"
Cd151,Other,0.642,0.142,Real,63.6346,1.42,0.0083,0.4705,True,-0.5647,0.0421,24,True,"All agree"
Tspan4,Other,0.6351,0.6659,Complex,717.2622,9.41,0,0.8956,True,-0.8,0.001,24,True,"All agree"
Ap2a2,Other,0.6241,0.6137,Complex,255.4301,2.33,0,0.8641,True,0.7518,0.0016,24,True,"All agree"
Muc2,Other,0.4302,0.0348,Complex,0.8363,9.18,0.7841,0.0334,False,0.1945,1,20,False,"All agree: none"
Muc5ac,Other,0.5144,0.2357,Real,0.6203,13.08,0.8576,0.0212,False,0.0911,1,28,False,"AR(2) unique"
Muc5b,Other,0.2043,0.0018,Real,2.0505,15.05,0.162,0.2323,False,0.3187,1,28,False,"All agree: none"
Brsk2,Other,0.2178,0.0141,Real,1.2005,15.72,0.4556,0.105,False,0.2774,1,28,False,"All agree: none"
Krtap5-3,Other,0.8024,0.3662,Real,22.6317,15.39,0.6698,0.0545,False,-0.1752,1,20,False,"AR(2) unique"
B130016D09Rik,Other,0.5853,0.1218,Complex,0.9544,13.6,0.5504,0.0804,False,-0.1872,1,20,False,"AR(2) unique"
E330027M22Rik,Other,0.566,0.1355,Complex,3.1227,14.45,0.6393,0.0606,False,0.1164,1,28,False,"AR(2) unique"
Krtap5-4,Other,0.6993,0.193,Real,6.0161,14.09,0.2382,0.1898,False,-0.3285,1,20,False,"AR(2) unique"
Syt8,Other,0.3782,0.0717,Real,2.2375,14.68,0.3806,0.1284,False,0.2805,1,28,False,"All agree: none"
Tnni2,Other,0.3766,0.0369,Complex,6.8095,12.49,0.5584,0.0784,False,0.2764,1,28,False,"All agree: none"
Lsp1,Other,0.2939,0.1035,Complex,10.7835,21.54,0.1501,0.24,False,0.4205,0.5292,28,False,"All agree: none"
Tnnt3,Other,0.3244,0.044,Real,2.2515,12.75,0.6698,0.0545,False,-0.1606,1,28,False,"All agree: none"
Gm6471,Other,0.5438,0.0907,Real,2.1091,14.25,0.7062,0.0473,False,-0.2304,1,20,False,"AR(2) unique"
Tspan32,Other,0.2505,0.1442,Complex,1.4904,17.25,0.031,0.378,True,-0.5184,0.1058,20,False,"Rhythm-only"
Cd81,Other,0.6712,0.2519,Real,444.0029,1.5,0.0002,0.6757,True,0.6351,0.0109,24,True,"All agree"
Tssc4,Other,0.4441,0.0492,Real,12.5424,4.06,0.0166,0.4232,True,0.574,0.0368,20,True,"Rhythm-only"
Kcnq1,Other,0.5231,0.0639,Real,3.7445,3.19,0.3729,0.1312,False,0.2847,1,20,False,"AR(2) unique"
Slc22a18,Other,0.5824,0.1625,Real,146.011,1.82,0.0092,0.4633,True,0.5256,0.0869,24,False,"Partial"
Dhcr7,Other,0.6873,0.3431,Real,281.1338,1.25,0.0025,0.5434,True,0.5475,0.0574,24,False,"Partial"
LOC102636989,Other,0.4955,0.079,Complex,0.4213,16.23,0.8062,0.0296,False,0.1792,1,28,False,"All agree: none"
Shank2,Other,0.6524,0.3074,Real,179.3118,2.54,0.0001,0.716,True,0.6011,0.0212,24,True,"All agree"
Faddos,Other,0.5325,0.071,Real,1.9131,13.1,0.1216,0.2611,False,0.4,0.7357,28,False,"AR(2) unique"
Gm10152,Other,0.5213,0.0606,Real,3.1694,14.86,0.2173,0.2008,False,-0.2815,1,24,False,"AR(2) unique"
Fgf3,Other,0.4776,0.0791,Complex,1.8725,16.84,0.5891,0.0713,False,0.2368,1,28,False,"All agree: none"
Fgf4,Other,0.3283,0.0221,Complex,2.3293,17.02,0.4618,0.1033,False,0.2815,1,28,False,"All agree: none"
Fgf15,Other,0.5221,0.0664,Real,2.0544,16,0.1456,0.2431,False,0.5474,0.0574,28,False,"AR(2) unique"
Oraov1,Other,0.4609,0.0398,Real,5.698,12.38,0.4671,0.1019,False,-0.2327,1,24,False,"All agree: none"
Mrgprf,Other,0.5762,0.0978,Real,2.3435,14.9,0.4821,0.0979,False,0.2142,1,28,False,"AR(2) unique"
Mrgprd,Other,0.4242,0.067,Real,2.7556,12.27,0.3965,0.1231,False,0.2044,1,24,False,"All agree: none"
Oscar,Other,0.1605,0.029,Complex,3.4676,14.99,0.1549,0.2368,False,-0.3693,1,20,False,"All agree: none"
Tfpt,Other,0.5483,0.0706,Real,30.4056,16.46,0.0452,0.3488,True,0.4364,0.3955,24,False,"Partial"
Leng1,Other,0.6434,0.1686,Real,10.7872,2.6,0.0091,0.4643,True,-0.5236,0.0869,28,False,"Partial"
Tmc4,Other,0.5647,0.0785,Real,11.9424,1.49,0.0935,0.2867,False,0.3504,1,24,False,"AR(2) unique"
Mboat7,Other,0.4877,0.0492,Real,15.6893,3.73,0.2466,0.1858,False,-0.3127,1,28,False,"All agree: none"
Pirb,Other,0.4241,0.1882,Complex,2.9241,11.5,0.8015,0.0303,False,0.1561,1,28,False,"All agree: none"
Lilra6,Other,0.5586,0.0965,Complex,0.7041,22.35,0.6139,0.0659,False,0.1612,1,20,False,"AR(2) unique"
Lair1,Other,0.3168,0.0095,Complex,2.5514,10.21,0.4499,0.1067,False,0.2587,1,28,False,"All agree: none"
9430041J12Rik,Other,0.4927,0.07,Complex,0.3917,3.39,0.8465,0.0229,False,0.1363,1,28,False,"All agree: none"
D030047H15Rik,Other,0.5297,0.118,Complex,0.708,0.44,0.7871,0.0328,False,0.1657,1,28,False,"AR(2) unique"
Leng9,Other,0.5128,0.0888,Real,4.1777,3.82,0.5456,0.0816,False,0.2732,1,28,False,"AR(2) unique"
Rdh13,Other,0.632,0.1726,Real,43.7018,13,0.0007,0.6088,True,-0.5767,0.034,24,True,"All agree"
Ppp1r12c,Other,0.5555,0.0934,Complex,2.4643,1.16,0.9113,0.0128,False,0.2327,1,20,False,"AR(2) unique"
Tnnt1,Other,0.5163,0.0796,Complex,0.4638,10.48,0.8595,0.0209,False,-0.2689,1,28,False,"AR(2) unique"
Tnni3,Other,0.3824,0.0394,Complex,1.019,20.03,0.8017,0.0303,False,0.1752,1,28,False,"All agree: none"
Dnaaf3,Other,0.2075,0.0068,Complex,1.8383,12.91,0.449,0.107,False,0.381,0.9516,28,False,"All agree: none"
Syt5,Other,0.3954,0.2356,Real,0.1007,6.04,0.9975,0.0003,False,-0.1639,1,28,False,"All agree: none"
Ptprh,Other,0.6322,0.1293,Real,0.8832,6.6,0.666,0.0552,False,-0.293,1,28,False,"AR(2) unique"
Tmem86b,Other,0.6038,0.5838,Complex,327.9134,1.88,0.0001,0.6923,True,-0.6836,0.0044,24,True,"All agree"
Ppp6r1,Other,0.3667,0.1215,Real,21.5203,1.59,0.7784,0.0343,False,-0.1314,1,28,False,"All agree: none"
Hspbp1,Other,0.5019,0.4857,Complex,47.0928,2.49,0,0.8073,True,0.7591,0.0015,24,True,"All agree"
Tmem150b,Other,0.4831,0.0364,Real,1.1843,8.55,0.6819,0.0521,False,0.2532,1,20,False,"All agree: none"
Cox6b2,Other,0.4084,0.0327,Complex,1.4611,16.56,0.756,0.0384,False,-0.1533,1,24,False,"All agree: none"
Fam71e2,Other,0.1859,0.035,Complex,0.2278,21.18,0.7042,0.0477,False,0.2231,1,20,False,"All agree: none"
Il11,Other,0.4325,0.0821,Complex,1.0638,9.17,0.6259,0.0634,False,0.2327,1,28,False,"All agree: none"
Tmem238,Other,0.5897,0.2817,Real,55.3311,3.64,0.0144,0.4333,True,0.4599,0.2761,20,False,"Partial"
Shisa7,Other,0.7719,0.1932,Real,2.5634,12.38,0.2334,0.1925,False,0.3723,1,28,False,"AR(2) unique"
Isoc2b,Other,0.4284,0.1356,Complex,12.6506,21.4,0.2045,0.2078,False,0.3345,1,24,False,"All agree: none"
Sbk2,Other,0.5291,0.0679,Real,5.5358,17.02,0.3286,0.1483,False,0.3491,1,28,False,"AR(2) unique"
Sbk3,Other,0.348,0.2308,Complex,1.4048,8.99,0.3334,0.1464,False,0.2303,1,28,False,"All agree: none"
Zfp579,Other,0.3072,0.039,Complex,3.6438,0.11,0.2223,0.1982,False,0.3883,0.8575,28,False,"All agree: none"
Fiz1,Other,0.6578,0.1556,Real,14.6599,22.56,0.2404,0.1888,False,0.365,1,28,False,"AR(2) unique"
Zfp784,Other,0.5464,0.1329,Real,2.0751,22.26,0.689,0.0507,False,0.4145,0.5568,20,False,"AR(2) unique"
Rfpl4,Other,0.4817,0.0704,Real,0.6941,10.29,0.5331,0.0845,False,-0.2731,1,20,False,"All agree: none"
Rasl2-9,Other,0.3283,0.048,Real,0.4162,2.59,0.8267,0.0262,False,-0.3254,1,28,False,"All agree: none"
Vmn1r56,Other,0.6789,0.2047,Real,0.6907,18.89,0.7734,0.0352,False,-0.1945,1,20,False,"AR(2) unique"
Nlrp2,Other,0.3922,0.0785,Complex,0.5451,15.39,0.6979,0.049,False,-0.1738,1,20,False,"All agree: none"
Vmn1r58,Other,0.7626,0.2822,Real,1.1497,1.99,0.0118,0.4473,True,-0.5667,0.0421,28,True,"All agree"
Vmn1r64,Other,0.635,0.145,Real,1.54,14.41,0.1811,0.2209,False,-0.2889,1,20,False,"AR(2) unique"
Vmn1r65,Other,0.5806,0.1232,Real,2.1257,12.95,0.3514,0.1389,False,-0.2026,1,24,False,"AR(2) unique"
Zfp787,Other,0.3523,0.0295,Complex,6.6402,22.02,0.2987,0.1613,False,0.3024,1,24,False,"All agree: none"
Zfp583,Other,0.6704,0.186,Real,0.134,21.47,0.9974,0.0004,False,-0.1898,1,28,False,"AR(2) unique"
Olfr5,Other,0.6042,0.1445,Real,3.0303,15.3,0.4942,0.0946,False,0.1712,1,28,False,"AR(2) unique"
Olfr1347,Other,0.808,0.3529,Real,11.5143,14.49,0.4321,0.1119,False,0.2359,1,28,False,"AR(2) unique"
Olfr1348,Other,0.7501,0.3198,Real,7.0964,13.75,0.0074,0.4782,True,0.5319,0.0763,28,False,"Partial"
Olfr1349,Other,0.777,0.3359,Real,5.7669,14.88,0.2905,0.1653,False,-0.2587,1,24,False,"AR(2) unique"
Zim1,Other,0.4887,0.0553,Real,1.9386,15.22,0.3403,0.1436,False,0.2857,1,24,False,"All agree: none"
Peg3,Other,0.6117,0.1596,Real,26.494,3.54,0.0023,0.5482,True,-0.6497,0.0081,28,True,"All agree"
Zfp954,Other,0.6007,0.137,Real,6.7282,1.14,0.7619,0.0373,False,0.1752,1,28,False,"AR(2) unique"
Zfp773,Other,0.5347,0.0763,Real,0.8549,1.35,0.3329,0.1466,False,-0.3663,1,28,False,"AR(2) unique"
Zfp772,Other,0.3409,0.0196,Complex,3.6623,4.53,0.1378,0.2487,False,0.4644,0.2619,20,False,"All agree: none"
Clcn4,Other,0.5877,0.1144,Real,70.0896,13.64,0.0226,0.4014,True,-0.4088,0.621,24,False,"Partial"
Vmn2r52,Other,0.262,0.0641,Real,1.4195,12.5,0.5728,0.0751,False,-0.1912,1,20,False,"All agree: none"
Vmn1r66,Other,0.3218,0.01,Real,2.0362,14.15,0.194,0.2136,False,-0.3407,1,20,False,"All agree: none"
Nlrp4d,Other,0.4211,0.0329,Real,0.6132,14.44,0.615,0.0657,False,-0.2132,1,20,False,"All agree: none"
Zik1,Other,0.4979,0.1255,Real,0.896,3.03,0.6989,0.0488,False,-0.2441,1,24,False,"All agree: none"
Vmn1r69,Other,0.3295,0.029,Real,2.9928,13.9,0.376,0.1301,False,-0.1765,1,20,False,"All agree: none"
Vmn1r71,Other,0.2967,0.0118,Real,17.2988,14.17,0.3438,0.1422,False,-0.2679,1,20,False,"All agree: none"
Mir297-1,Other,0.3066,0.0082,Real,0.2256,23.25,0.3183,0.1528,False,0.3127,1,28,False,"All agree: none"
Vmn1r72,Other,0.28,0.0116,Real,4.0467,13.49,0.2755,0.1718,False,-0.2628,1,24,False,"All agree: none"
Vmn1r76,Other,0.2851,0.0138,Real,12.6652,14.04,0.3477,0.1405,False,-0.3077,1,20,False,"All agree: none"
Rnf141,Other,0.6747,0.497,Real,316.0081,23.61,0,0.8205,True,0.7055,0.0031,24,True,"All agree"
Vmn1r81,Other,0.313,0.0185,Real,3.8817,13.22,0.2821,0.1688,False,-0.245,1,20,False,"All agree: none"
Vmn1r83,Other,0.4977,0.0539,Real,6.5804,14.37,0.124,0.2593,False,-0.378,1,24,False,"All agree: none"
Vmn1r84,Other,0.4455,0.0446,Real,7.2518,14.45,0.2462,0.186,False,-0.3046,1,20,False,"All agree: none"
Zfp551,Other,0.4743,0.0439,Real,4.1992,22.1,0.2882,0.1664,False,-0.3144,1,20,False,"All agree: none"
Vmn2r54,Other,0.6169,0.124,Real,6.0917,14.24,0.1514,0.2392,False,-0.3339,1,20,False,"AR(2) unique"
Vmn2r56,Other,0.8045,0.3106,Real,0.5039,7.03,0.4934,0.0948,False,-0.2645,1,20,False,"AR(2) unique"
Zscan18,Other,0.3555,0.1756,Real,0.246,20.84,0.9748,0.0036,False,0.1718,1,28,False,"All agree: none"
Zfp329,Other,0.432,0.0797,Real,34.5325,5.73,0.0045,0.5095,True,-0.5382,0.0663,24,False,"Rhythm-only"
Slc27a5,Other,0.4259,0.0415,Real,141.1968,4.09,0.1701,0.2274,False,0.2701,1,20,False,"All agree: none"
Zbtb45,Other,0.5639,0.0962,Real,0.2822,1.37,0.9798,0.0029,False,0.3181,1,20,False,"AR(2) unique"
Chmp2a,Other,0.5643,0.3856,Real,298.9786,13.52,0.0001,0.6918,True,-0.5402,0.0663,24,False,"Partial"
Ube2m,Other,0.4535,0.0396,Complex,19.3946,7.1,0.17,0.2274,False,-0.4073,0.621,24,False,"All agree: none"
Mzf1,Other,0.5444,0.1397,Complex,1.1096,16.41,0.5621,0.0775,False,0.3499,1,28,False,"AR(2) unique"
Vmn1r85,Other,0.1057,0.0005,Real,6.0075,14.21,0.3726,0.1314,False,-0.2868,1,20,False,"All agree: none"
Vmn1r86,Other,0.5822,0.1054,Real,9.5455,13.5,0.3008,0.1603,False,-0.2409,1,20,False,"AR(2) unique"
Vmn1r87,Other,0.4265,0.032,Real,0.1182,11.89,0.9413,0.0085,False,-0.2602,1,20,False,"All agree: none"
6330408A02Rik,Other,0.3989,0.0498,Complex,1.1121,0.52,0.7644,0.0369,False,0.2815,1,28,False,"All agree: none"
Bsph2,Other,0.3597,0.0729,Real,0.3074,13.29,0.654,0.0576,False,-0.1402,1,28,False,"All agree: none"
Sult2a3,Other,0.4306,0.0331,Real,0.9454,17.04,0.1099,0.2709,False,-0.3794,1,20,False,"All agree: none"
Sult2a6,Other,0.5273,0.1823,Complex,0.3177,10.95,0.6067,0.0675,False,-0.3049,1,28,False,"AR(2) unique"
Sult2a8,Other,0.3145,0.0075,Real,250.2032,20.2,0.1101,0.2707,False,0.3564,1,24,False,"All agree: none"
Nlrp5-ps,Other,0.1967,0.0791,Complex,0.8966,11.46,0.6623,0.056,False,0.2149,1,28,False,"All agree: none"
Crx,Other,0.4726,0.045,Real,1.3034,17.52,0.2225,0.198,False,-0.3413,1,20,False,"All agree: none"
Sepw1,Other,0.3698,0.1105,Real,56.1372,1.95,0.0077,0.4752,True,0.5667,0.0421,24,True,"Rhythm-only"
Gltscr2,Other,0.6196,0.2419,Real,168.8735,15.84,0.0001,0.7031,True,0.6545,0.0074,24,True,"All agree"
Ehd2,Other,0.4077,0.0216,Real,6.5597,2.41,0.0843,0.2959,False,0.3285,1,20,False,"All agree: none"
Gltscr1,Other,0.2454,0.019,Complex,6.9418,4.51,0.2224,0.1981,False,-0.2982,1,24,False,"All agree: none"
Dhx34,Other,0.3996,0.1044,Complex,6.252,0.64,0.0468,0.3461,True,0.4424,0.3745,24,False,"Rhythm-only"
C5ar2,Other,0.3371,0.1133,Real,12.8878,3.84,0.0673,0.316,False,0.4278,0.4719,20,False,"All agree: none"
C5ar1,Other,0.5365,0.1163,Real,6.4988,3.87,0.0038,0.52,True,0.574,0.0368,24,True,"All agree"
Ccdc9,Other,0.692,0.2057,Real,5.3074,20.81,0.4591,0.104,False,0.3413,1,28,False,"AR(2) unique"
Sae1,Other,0.6846,0.2868,Real,105.8772,1.99,0.0001,0.6965,True,0.657,0.0074,24,True,"All agree"
Npas1,Other,0.0931,0.0086,Complex,2.3172,13.47,0.4113,0.1183,False,0.2514,1,28,False,"All agree: none"
Arhgap35,Other,0.5862,0.3147,Real,129.5687,4.39,0.0003,0.6416,True,0.5647,0.0421,24,True,"All agree"
Ceacam15,Other,0.3297,0.0101,Real,2.5859,10.85,0.1063,0.2745,False,-0.3339,1,20,False,"All agree: none"
Fkrp,Other,0.4801,0.054,Real,15.0007,22.68,0.0979,0.2822,False,-0.4319,0.4222,28,False,"All agree: none"
Calm3,Other,0.4884,0.0494,Real,58.4588,0.74,0.0907,0.2894,False,-0.4655,0.245,24,False,"All agree: none"
Ppp5c,Other,0.3641,0.0396,Real,25.3906,10.08,0.2755,0.1718,False,-0.3035,1,28,False,"All agree: none"
Hif3a,Other,0.3198,0.0172,Complex,0.6865,17.04,0.5234,0.0871,False,0.2385,1,24,False,"All agree: none"
Gm9519,Other,0.5038,0.1458,Real,1.5011,13.12,0.0067,0.4842,True,0.5074,0.1297,24,False,"Partial"
Psg18,Other,0.3349,0.0544,Complex,0.1144,21.28,0.9738,0.0038,False,0.0882,1,28,False,"All agree: none"
Psg28,Other,0.3004,0.0087,Complex,0.8294,14.22,0.5566,0.0788,False,-0.2132,1,20,False,"All agree: none"
Psg26,Other,0.5101,0.0677,Complex,0.0705,10.43,0.9817,0.0026,False,-0.1731,1,20,False,"AR(2) unique"
Psg25,Other,0.6777,0.1714,Real,1.3055,13.85,0.0981,0.2819,False,-0.3493,1,24,False,"AR(2) unique"
Psg27,Other,0.3082,0.0252,Complex,0.5277,19.6,0.5785,0.0737,False,-0.2974,1,20,False,"All agree: none"
Psg23,Other,0.3756,0.0189,Real,1.0171,2.08,0.344,0.1421,False,-0.2868,1,24,False,"All agree: none"
Psg20,Other,0.7548,0.2707,Real,2.1519,13.05,0.3439,0.1421,False,-0.1718,1,28,False,"AR(2) unique"
Psg19,Other,0.4873,0.0948,Complex,0.6987,15.41,0.3251,0.1499,False,-0.3569,1,20,False,"All agree: none"
Psg17,Other,0.3623,0.047,Complex,0.8602,0.94,0.2218,0.1984,False,0.3046,1,20,False,"All agree: none"
Ccdc61,Other,0.6833,0.4488,Real,8.0852,23.2,0.0715,0.3105,False,0.4706,0.245,28,False,"AR(2) unique"
Gm10676,Other,0.4299,0.0252,Real,5.8591,15.02,0.3353,0.1457,False,0.3811,0.9077,28,False,"All agree: none"
Foxa3,Other,0.3727,0.1487,Real,317.9787,12.06,0.0038,0.5198,True,-0.5382,0.0663,24,False,"Rhythm-only"
Qpctl,Other,0.5647,0.1125,Real,44.7716,4.9,0.0033,0.5282,True,-0.5455,0.0574,24,False,"Partial"
Gipr,Other,0.6538,0.1278,Complex,1.8427,13.71,0.6967,0.0492,False,0.1712,1,28,False,"AR(2) unique"
Vasp,Other,0.396,0.0279,Complex,2.1345,23.3,0.8997,0.0147,False,0.1241,1,20,False,"All agree: none"
Ppm1n,Other,0.7001,0.1916,Complex,0.9313,13.06,0.6768,0.0531,False,0.2596,1,28,False,"AR(2) unique"
Cd3eap,Other,0.3566,0.0162,Real,3.1206,18.07,0.5235,0.087,False,0.3127,1,28,False,"All agree: none"
Klc3,Other,0.4084,0.1301,Complex,1.3672,12.99,0.3198,0.1522,False,0.4073,0.621,28,False,"All agree: none"
A930016O22Rik,Other,0.302,0.0088,Complex,0.969,15.09,0.9391,0.0089,False,0.1673,1,20,False,"All agree: none"
Mark4,Other,0.6965,0.2478,Real,2.4982,22.96,0.8705,0.0191,False,0.1494,1,24,False,"AR(2) unique"
Bloc1s3,Other,0.6547,0.3622,Real,58.7948,1.82,0.0001,0.7168,True,0.7007,0.0034,24,True,"All agree"
Ppp1r37,Other,0.4667,0.1404,Real,19.9247,16.58,0.4334,0.1115,False,0.3448,1,28,False,"All agree: none"
Gemin7,Other,0.6535,0.149,Real,37.8837,1.06,0.0419,0.3548,True,0.4161,0.5568,24,False,"Partial"
Clasrp,Other,0.3451,0.139,Real,8.1599,21.89,0.0685,0.3144,False,0.4689,0.245,28,False,"All agree: none"
Relb,Other,0.5368,0.0613,Real,1.3656,18.65,0.6566,0.0571,False,0.2564,1,28,False,"AR(2) unique"
Clptm1,Other,0.4269,0.0794,Real,95.724,5.09,0.0035,0.5247,True,-0.5455,0.0574,24,False,"Rhythm-only"
Apoc4,Other,0.4543,0.0304,Real,204.837,3.17,0.0744,0.3071,False,0.4644,0.2619,20,False,"All agree: none"
Apoc1,Other,0.3089,0.0325,Complex,208.5389,1.99,0.2281,0.1952,False,0.3108,1,20,False,"All agree: none"
Apoe,Other,0.4214,0.0315,Real,147.3755,16.31,0.3627,0.1349,False,0.4682,0.2335,28,False,"All agree: none"
Tomm40,Other,0.6795,0.1941,Real,32.5715,11.1,0.006,0.4911,True,-0.4818,0.1901,28,False,"Partial"
Nectin2,Other,0.5883,0.1019,Real,18.4921,7.06,0.1086,0.2721,False,0.4526,0.3108,20,False,"AR(2) unique"
Bcam,Other,0.3621,0.0269,Real,2.8099,13.55,0.7143,0.0458,False,0.3388,1,28,False,"All agree: none"
Cblc,Other,0.6277,0.1517,Real,34.354,19.01,0.0108,0.4531,True,0.4727,0.217,24,False,"Partial"
Bcl3,Other,0.5119,0.1978,Complex,23.0726,2.61,0.7877,0.0327,False,0.2222,1,28,False,"AR(2) unique"
Ceacam16,Other,0.614,0.2412,Complex,1.8352,12.86,0.386,0.1267,False,0.2711,1,28,False,"AR(2) unique"
Ceacam19,Other,0.3537,0.0777,Complex,0.8876,19.34,0.4942,0.0946,False,0.2125,1,28,False,"All agree: none"
Pvr,Other,0.5223,0.1027,Real,62.7614,18.36,0.0042,0.5131,True,0.5137,0.1075,24,False,"Partial"
Igsf23,Other,0.2008,0.0254,Complex,0.5738,18.94,0.8175,0.0277,False,0.2732,1,28,False,"All agree: none"
Vmn1r176,Other,0.1891,0.0014,Real,0.8363,14.27,0.2933,0.1639,False,-0.3948,0.8115,20,False,"All agree: none"
Zfp111,Other,0.6719,0.1919,Real,14.2135,2.59,0.0034,0.5268,True,0.5155,0.1073,24,False,"Partial"
Zfp109,Other,0.5237,0.3723,Complex,18.7465,3.01,0.0002,0.6607,True,0.6216,0.0145,24,True,"All agree"
Zfp61,Other,0.2971,0.0125,Complex,1.5846,4.22,0.5469,0.0812,False,0.1993,1,20,False,"All agree: none"
Zfp94,Other,0.363,0.2164,Complex,2.6544,5.2,0.249,0.1845,False,0.3254,1,20,False,"All agree: none"
Tescl,Other,0.6325,0.216,Complex,0.5978,5.65,0.8492,0.0225,False,-0.0809,1,20,False,"AR(2) unique"
Irgc1,Other,0.564,0.0715,Real,1.9344,16.46,0.4167,0.1166,False,0.3709,1,28,False,"AR(2) unique"
Pinlyp,Other,0.6089,0.1391,Complex,0.1892,12.49,0.957,0.0063,False,0.2774,1,28,False,"AR(2) unique"
Zfp575,Other,0.3981,0.0255,Complex,1.4024,15.52,0.363,0.1348,False,0.2491,1,28,False,"All agree: none"
Tex101,Other,0.1622,0.01,Real,0.7475,16.02,0.6428,0.0599,False,0.1685,1,24,False,"All agree: none"
Gm4763,Other,0.6047,0.1179,Real,0.5514,17.15,0.7959,0.0312,False,-0.2051,1,20,False,"AR(2) unique"
Cd177,Other,0.618,0.1475,Real,2.812,17.27,0.4977,0.0937,False,0.2618,1,28,False,"AR(2) unique"
Lypd4,Other,0.5354,0.1165,Complex,0.3321,16.31,0.8524,0.022,False,0.1612,1,28,False,"AR(2) unique"
Atp1a3,Other,0.4396,0.0454,Complex,2.7904,13.5,0.2809,0.1693,False,-0.3097,1,20,False,"All agree: none"
Grik5,Other,0.4457,0.0328,Real,14.6712,20.25,0.0198,0.4107,True,0.4655,0.245,24,False,"Rhythm-only"
Pou2f2,Other,0.4491,0.0374,Complex,1.7034,11.58,0.3143,0.1544,False,-0.2847,1,24,False,"All agree: none"
Dedd2,Other,0.288,0.2083,Complex,21.9681,18.72,0.0199,0.4105,True,0.4554,0.2954,24,False,"Rhythm-only"
Gsk3a,Other,0.6304,0.1892,Real,73.2191,14.87,0.0145,0.4329,True,-0.5792,0.0321,24,True,"All agree"
Erf,Other,0.2013,0.1428,Complex,37.6229,17.44,0.0062,0.4886,True,-0.5667,0.0421,20,True,"Rhythm-only"
Ceacam1,Other,0.4692,0.5802,Complex,373.3372,23.4,0,0.7994,True,0.6691,0.0057,24,True,"Rhythm-only"
Pafah1b3,Other,0.7052,0.1945,Real,11.2837,10.65,0.1188,0.2633,False,-0.3055,1,24,False,"AR(2) unique"
Cnfn,Other,0.6104,0.0951,Real,4.5598,15.24,0.2164,0.2013,False,0.4453,0.351,28,False,"AR(2) unique"
Lipe,Other,0.477,0.1726,Real,36.1868,3.73,0.0415,0.3557,True,-0.5408,0.0626,28,False,"Rhythm-only"
Cxcl17,Other,0.1986,0.002,Real,4.289,12.95,0.1276,0.2563,False,-0.3796,0.9516,24,False,"All agree: none"
Ceacam2,Other,0.5507,0.1946,Complex,2.5699,18.5,0.6533,0.0577,False,-0.2993,1,20,False,"AR(2) unique"
Erich4,Other,0.7956,0.3079,Real,4.3055,14.75,0.349,0.14,False,0.2868,1,28,False,"AR(2) unique"
Bckdha,Other,0.4404,0.0733,Real,81.3097,15.7,0.0383,0.362,True,0.4218,0.4977,24,False,"Rhythm-only"
Tmem91,Other,0.3192,0.0264,Real,9.1441,16.44,0.4443,0.1083,False,0.2577,1,28,False,"All agree: none"
Ccdc97,Other,0.3183,0.1979,Complex,8.8231,1.08,0.7848,0.0333,False,0.1022,1,24,False,"All agree: none"
Hnrnpul1,Other,0.5801,0.0997,Real,72.5577,21.79,0.0278,0.3862,True,0.4655,0.245,24,False,"Partial"
